Year,Month,Day,water_year,water_month,water_day,model,flow,rcp,month_name,period
1983,10,26,1984,1,26,CNRM-CM5,38479.3,4.5,Oct,1996
1984,1,14,1984,4,106,CCSM4,220629.88,4.5,Jan,1996
1984,1,29,1984,4,121,MIROC5,24144.55,4.5,Jan,1996
1984,2,10,1984,5,133,CMCC-CMS,301047.01,4.5,Feb,1996
1984,2,21,1984,5,144,CESM1-BGC,369048.25,4.5,Feb,1996
1984,2,21,1984,5,144,HadGEM2-ES,228931.74,4.5,Feb,1996
1984,2,22,1984,5,145,GFDL-CM3,45987.95,4.5,Feb,1996
1984,3,28,1984,6,180,CanESM2,103475.84,4.5,Mar,1996
1984,5,9,1984,8,222,HadGEM2-CC,72878.61,4.5,May,1996
1984,6,4,1984,9,248,ACCESS1-0,154507.69,4.5,Jun,1996
1987,11,27,1988,2,58,CESM1-BGC,63775.09,4.5,Nov,1996
1987,12,19,1988,3,80,CanESM2,199538.84,4.5,Dec,1996
1988,1,14,1988,4,106,HadGEM2-CC,77233.79,4.5,Jan,1996
1988,1,17,1988,4,109,CCSM4,314125.97,4.5,Jan,1996
1988,1,19,1988,4,111,GFDL-CM3,156517.81,4.5,Jan,1996
1988,1,21,1988,4,113,HadGEM2-ES,380137.72,4.5,Jan,1996
1988,1,25,1988,4,117,CMCC-CMS,54750.47,4.5,Jan,1996
1988,2,1,1988,5,124,CNRM-CM5,46882.82,4.5,Feb,1996
1988,2,22,1988,5,145,MIROC5,58954.28,4.5,Feb,1996
1988,5,3,1988,8,216,ACCESS1-0,48280.23,4.5,May,1996
1991,12,28,1992,3,89,GFDL-CM3,337661.43,4.5,Dec,1996
1992,1,15,1992,4,107,HadGEM2-ES,96751.59,4.5,Jan,1996
1992,2,1,1992,5,124,CCSM4,336132.27,4.5,Feb,1996
1992,2,8,1992,5,131,HadGEM2-CC,195781.72,4.5,Feb,1996
1992,2,16,1992,5,139,MIROC5,241642.89,4.5,Feb,1996
1992,2,26,1992,5,149,CMCC-CMS,264621.27,4.5,Feb,1996
1992,3,3,1992,6,155,CESM1-BGC,152249.45,4.5,Mar,1996
1992,4,7,1992,7,190,CNRM-CM5,120794.26,4.5,Apr,1996
1992,4,14,1992,7,197,ACCESS1-0,121721.11,4.5,Apr,1996
1992,5,25,1992,8,238,CanESM2,168816.47,4.5,May,1996
1996,1,13,1996,4,105,CMCC-CMS,242730.3,4.5,Jan,1996
1996,1,26,1996,4,118,CESM1-BGC,54274.69,4.5,Jan,1996
1996,2,4,1996,5,127,ACCESS1-0,75001.61,4.5,Feb,1996
1996,2,13,1996,5,136,MIROC5,48747.47,4.5,Feb,1996
1996,3,7,1996,6,159,HadGEM2-CC,289849.44,4.5,Mar,1996
1996,3,10,1996,6,162,CCSM4,191272.75,4.5,Mar,1996
1996,3,17,1996,6,169,CanESM2,290996.04,4.5,Mar,1996
1996,4,12,1996,7,195,GFDL-CM3,103487.98,4.5,Apr,1996
1996,4,26,1996,7,209,CNRM-CM5,225755.61,4.5,Apr,1996
1996,5,3,1996,8,216,HadGEM2-ES,97703.75,4.5,May,1996
1999,12,13,2000,3,74,CCSM4,113305.53,4.5,Dec,1996
2000,1,17,2000,4,109,CESM1-BGC,312796.46,4.5,Jan,1996
2000,2,2,2000,5,125,CanESM2,263977.49,4.5,Feb,1996
2000,2,3,2000,5,126,GFDL-CM3,55197.66,4.5,Feb,1996
2000,2,6,2000,5,129,MIROC5,90974.39,4.5,Feb,1996
2000,2,9,2000,5,132,HadGEM2-CC,112104.49,4.5,Feb,1996
2000,2,11,2000,5,134,ACCESS1-0,156202.43,4.5,Feb,1996
2000,3,5,2000,6,157,HadGEM2-ES,119315.78,4.5,Mar,1996
2000,3,13,2000,6,165,CMCC-CMS,61508.56,4.5,Mar,1996
2000,5,7,2000,8,220,CNRM-CM5,71024.04,4.5,May,1996
2004,1,16,2004,4,108,CCSM4,135960.62,4.5,Jan,1996
2004,1,26,2004,4,118,GFDL-CM3,96086.77,4.5,Jan,1996
2004,2,2,2004,5,125,HadGEM2-CC,393394.79,4.5,Feb,1996
2004,2,3,2004,5,126,CNRM-CM5,260449.95,4.5,Feb,1996
2004,2,19,2004,5,142,MIROC5,205595.44,4.5,Feb,1996
2004,3,6,2004,6,158,CMCC-CMS,342285.18,4.5,Mar,1996
2004,3,18,2004,6,170,CanESM2,82030.15,4.5,Mar,1996
2004,3,24,2004,6,176,ACCESS1-0,44736.38,4.5,Mar,1996
2004,5,3,2004,8,216,CESM1-BGC,89161.18,4.5,May,1996
2004,5,11,2004,8,224,HadGEM2-ES,30756.21,4.5,May,1996
2007,12,17,2008,3,78,HadGEM2-CC,321218,4.5,Dec,1996
2008,1,20,2008,4,112,GFDL-CM3,301300.61,4.5,Jan,1996
2008,2,1,2008,5,124,CanESM2,121397.88,4.5,Feb,1996
2008,2,18,2008,5,141,CMCC-CMS,35879.51,4.5,Feb,1996
2008,3,10,2008,6,162,MIROC5,190647.42,4.5,Mar,1996
2008,3,22,2008,6,174,CNRM-CM5,239519.45,4.5,Mar,1996
2008,4,3,2008,7,186,CCSM4,171703.87,4.5,Apr,1996
2008,4,3,2008,7,186,CESM1-BGC,84671.59,4.5,Apr,1996
2008,5,1,2008,8,214,HadGEM2-ES,112174.25,4.5,May,1996
2008,5,2,2008,8,215,ACCESS1-0,48231.11,4.5,May,1996
2035,11,19,2036,2,50,CCSM4,40673.1,4.5,Nov,2050
2035,12,21,2036,3,82,CMCC-CMS,164810.16,4.5,Dec,2050
2035,12,31,2036,3,92,CNRM-CM5,508649.83,4.5,Dec,2050
2036,1,7,2036,4,99,GFDL-CM3,488912.35,4.5,Jan,2050
2036,1,14,2036,4,106,HadGEM2-CC,54403.59,4.5,Jan,2050
2036,2,2,2036,5,125,MIROC5,392937.5,4.5,Feb,2050
2036,2,15,2036,5,138,CanESM2,101106.06,4.5,Feb,2050
2036,2,15,2036,5,138,HadGEM2-ES,280968.86,4.5,Feb,2050
2036,3,3,2036,6,155,ACCESS1-0,88317.42,4.5,Mar,2050
2036,3,5,2036,6,157,CESM1-BGC,276830,4.5,Mar,2050
2039,11,29,2040,2,60,ACCESS1-0,46932.09,4.5,Nov,2050
2040,2,15,2040,5,138,CMCC-CMS,55648.1,4.5,Feb,2050
2040,3,15,2040,6,167,CanESM2,238384.29,4.5,Mar,2050
2040,3,16,2040,6,168,HadGEM2-ES,25348.2,4.5,Mar,2050
2040,3,24,2040,6,176,CESM1-BGC,90800.7,4.5,Mar,2050
2040,3,24,2040,6,176,CNRM-CM5,58794.67,4.5,Mar,2050
2040,3,26,2040,6,178,GFDL-CM3,47827.66,4.5,Mar,2050
2040,4,2,2040,7,185,MIROC5,222096.36,4.5,Apr,2050
2040,4,19,2040,7,202,HadGEM2-CC,148205.87,4.5,Apr,2050
2040,5,2,2040,8,215,CCSM4,69921.43,4.5,May,2050
2044,1,18,2044,4,110,CCSM4,66989.23,4.5,Jan,2050
2044,1,25,2044,4,117,MIROC5,554638.81,4.5,Jan,2050
2044,1,29,2044,4,121,GFDL-CM3,193538.17,4.5,Jan,2050
2044,2,16,2044,5,139,CNRM-CM5,163675.1,4.5,Feb,2050
2044,2,20,2044,5,143,HadGEM2-ES,53241.56,4.5,Feb,2050
2044,2,24,2044,5,147,CMCC-CMS,281770.25,4.5,Feb,2050
2044,3,1,2044,6,153,ACCESS1-0,129737.34,4.5,Mar,2050
2044,3,18,2044,6,170,HadGEM2-CC,100513.78,4.5,Mar,2050
2044,3,21,2044,6,173,CanESM2,107846.48,4.5,Mar,2050
2044,3,24,2044,6,176,CESM1-BGC,122819.11,4.5,Mar,2050
2048,1,9,2048,4,101,HadGEM2-ES,28098.51,4.5,Jan,2050
2048,1,31,2048,4,123,MIROC5,226581.63,4.5,Jan,2050
2048,2,14,2048,5,137,CNRM-CM5,440454.58,4.5,Feb,2050
2048,2,14,2048,5,137,HadGEM2-CC,307508.65,4.5,Feb,2050
2048,2,26,2048,5,149,CESM1-BGC,57081.81,4.5,Feb,2050
2048,3,2,2048,6,154,CCSM4,188243.69,4.5,Mar,2050
2048,3,6,2048,6,158,CMCC-CMS,46367.15,4.5,Mar,2050
2048,3,22,2048,6,174,GFDL-CM3,134171.41,4.5,Mar,2050
2048,4,1,2048,7,184,CanESM2,101000.15,4.5,Apr,2050
2048,4,13,2048,7,196,ACCESS1-0,311573.39,4.5,Apr,2050
2052,1,7,2052,4,99,HadGEM2-CC,387293.92,4.5,Jan,2050
2052,1,15,2052,4,107,CESM1-BGC,74376.96,4.5,Jan,2050
2052,1,23,2052,4,115,CNRM-CM5,264894.1,4.5,Jan,2050
2052,1,23,2052,4,115,MIROC5,87082.09,4.5,Jan,2050
2052,1,27,2052,4,119,GFDL-CM3,240832.22,4.5,Jan,2050
2052,2,10,2052,5,133,ACCESS1-0,256403.39,4.5,Feb,2050
2052,3,4,2052,6,156,CanESM2,70232.37,4.5,Mar,2050
2052,4,5,2052,7,188,CCSM4,79353.68,4.5,Apr,2050
2052,4,8,2052,7,191,CMCC-CMS,25406.77,4.5,Apr,2050
2052,5,2,2052,8,215,HadGEM2-ES,190840.17,4.5,May,2050
2055,12,3,2056,3,64,CNRM-CM5,417621.53,4.5,Dec,2050
2055,12,24,2056,3,85,CCSM4,34638.33,4.5,Dec,2050
2056,1,17,2056,4,109,CESM1-BGC,277369.76,4.5,Jan,2050
2056,1,19,2056,4,111,CMCC-CMS,216771.84,4.5,Jan,2050
2056,1,21,2056,4,113,HadGEM2-CC,315820.87,4.5,Jan,2050
2056,2,27,2056,5,150,ACCESS1-0,210537.05,4.5,Feb,2050
2056,2,29,2056,5,152,HadGEM2-ES,59595.76,4.5,Feb,2050
2056,3,11,2056,6,163,MIROC5,57341.39,4.5,Mar,2050
2056,3,13,2056,6,165,GFDL-CM3,214078.21,4.5,Mar,2050
2056,6,15,2056,9,259,CanESM2,33681.86,4.5,Jun,2050
2060,1,6,2060,4,98,CNRM-CM5,525487.75,4.5,Jan,2050
2060,1,19,2060,4,111,ACCESS1-0,368853.29,4.5,Jan,2050
2060,1,28,2060,4,120,CanESM2,466225.53,4.5,Jan,2050
2060,1,30,2060,4,122,HadGEM2-CC,93774.56,4.5,Jan,2050
2060,2,29,2060,5,152,CCSM4,398287.56,4.5,Feb,2050
2060,3,5,2060,6,157,HadGEM2-ES,155682.22,4.5,Mar,2050
2060,3,24,2060,6,176,CMCC-CMS,155235.89,4.5,Mar,2050
2060,4,1,2060,7,184,MIROC5,62760.79,4.5,Apr,2050
2060,4,3,2060,7,186,CESM1-BGC,71893.86,4.5,Apr,2050
2060,4,24,2060,7,207,GFDL-CM3,80232.88,4.5,Apr,2050
2063,12,29,2064,3,90,MIROC5,168678.15,4.5,Dec,2050
2064,1,18,2064,4,110,CanESM2,317439.18,4.5,Jan,2050
2064,1,30,2064,4,122,CESM1-BGC,217577.27,4.5,Jan,2050
2064,2,25,2064,5,148,CNRM-CM5,201888.28,4.5,Feb,2050
2064,3,3,2064,6,155,HadGEM2-CC,75558.84,4.5,Mar,2050
2064,3,4,2064,6,156,ACCESS1-0,209984.87,4.5,Mar,2050
2064,3,10,2064,6,162,GFDL-CM3,245357.23,4.5,Mar,2050
2064,3,16,2064,6,168,CMCC-CMS,196688.65,4.5,Mar,2050
2064,3,22,2064,6,174,HadGEM2-ES,55927.58,4.5,Mar,2050
2064,3,27,2064,6,179,CCSM4,53705.99,4.5,Mar,2050
2071,12,14,2072,3,75,CMCC-CMS,336950.47,4.5,Dec,2085
2071,12,28,2072,3,89,GFDL-CM3,35257.66,4.5,Dec,2085
2072,1,11,2072,4,103,MIROC5,221006.73,4.5,Jan,2085
2072,1,25,2072,4,117,CNRM-CM5,56932.21,4.5,Jan,2085
2072,2,4,2072,5,127,HadGEM2-CC,33340.16,4.5,Feb,2085
2072,2,17,2072,5,140,ACCESS1-0,226534.84,4.5,Feb,2085
2072,2,19,2072,5,142,CESM1-BGC,80220.92,4.5,Feb,2085
2072,3,3,2072,6,155,CCSM4,35809.04,4.5,Mar,2085
2072,5,8,2072,8,221,CanESM2,49196.07,4.5,May,2085
2072,5,15,2072,8,228,HadGEM2-ES,46322.84,4.5,May,2085
2075,12,27,2076,3,88,CNRM-CM5,228162.6,4.5,Dec,2085
2076,1,11,2076,4,103,HadGEM2-ES,365203.77,4.5,Jan,2085
2076,1,24,2076,4,116,CESM1-BGC,58523.72,4.5,Jan,2085
2076,2,2,2076,5,125,ACCESS1-0,217582.01,4.5,Feb,2085
2076,2,20,2076,5,143,CanESM2,261571.65,4.5,Feb,2085
2076,3,10,2076,6,162,CCSM4,80765.1,4.5,Mar,2085
2076,3,21,2076,6,173,CMCC-CMS,146197.6,4.5,Mar,2085
2076,3,21,2076,6,173,MIROC5,51662.83,4.5,Mar,2085
2076,3,23,2076,6,175,GFDL-CM3,131198.31,4.5,Mar,2085
2076,4,14,2076,7,197,HadGEM2-CC,256277.86,4.5,Apr,2085
2079,12,14,2080,3,75,CMCC-CMS,52369.39,4.5,Dec,2085
2080,1,16,2080,4,108,CCSM4,237502.27,4.5,Jan,2085
2080,2,15,2080,5,138,CNRM-CM5,348894.86,4.5,Feb,2085
2080,3,2,2080,6,154,HadGEM2-CC,179446.37,4.5,Mar,2085
2080,3,3,2080,6,155,MIROC5,200069.44,4.5,Mar,2085
2080,3,8,2080,6,160,HadGEM2-ES,248702.6,4.5,Mar,2085
2080,3,11,2080,6,163,ACCESS1-0,178235.48,4.5,Mar,2085
2080,3,11,2080,6,163,CanESM2,415993.67,4.5,Mar,2085
2080,3,25,2080,6,177,CESM1-BGC,203653.07,4.5,Mar,2085
2080,4,2,2080,7,185,GFDL-CM3,109280.8,4.5,Apr,2085
2084,1,16,2084,4,108,CNRM-CM5,601122.29,4.5,Jan,2085
2084,1,22,2084,4,114,HadGEM2-CC,146179.47,4.5,Jan,2085
2084,1,27,2084,4,119,GFDL-CM3,150061.08,4.5,Jan,2085
2084,2,2,2084,5,125,CESM1-BGC,306758.04,4.5,Feb,2085
2084,2,3,2084,5,126,CMCC-CMS,232601.19,4.5,Feb,2085
2084,2,6,2084,5,129,CanESM2,390830.85,4.5,Feb,2085
2084,2,15,2084,5,138,MIROC5,112757.18,4.5,Feb,2085
2084,2,24,2084,5,147,ACCESS1-0,112009.79,4.5,Feb,2085
2084,3,3,2084,6,155,HadGEM2-ES,48450.16,4.5,Mar,2085
2084,3,14,2084,6,166,CCSM4,141319.8,4.5,Mar,2085
2088,1,22,2088,4,114,CNRM-CM5,313656.1,4.5,Jan,2085
2088,1,24,2088,4,116,MIROC5,56426.62,4.5,Jan,2085
2088,1,29,2088,4,121,CanESM2,330377.77,4.5,Jan,2085
2088,2,5,2088,5,128,GFDL-CM3,323562.46,4.5,Feb,2085
2088,2,13,2088,5,136,HadGEM2-CC,319905.17,4.5,Feb,2085
2088,2,23,2088,5,146,ACCESS1-0,86557.93,4.5,Feb,2085
2088,3,11,2088,6,163,CCSM4,383502.33,4.5,Mar,2085
2088,3,14,2088,6,166,CESM1-BGC,111731.16,4.5,Mar,2085
2088,4,12,2088,7,195,HadGEM2-ES,266165.84,4.5,Apr,2085
2088,8,17,2088,11,322,CMCC-CMS,181178.51,4.5,Aug,2085
2092,1,13,2092,4,105,CanESM2,40797.34,4.5,Jan,2085
2092,1,18,2092,4,110,CESM1-BGC,706852.36,4.5,Jan,2085
2092,1,26,2092,4,118,CMCC-CMS,151846.73,4.5,Jan,2085
2092,2,3,2092,5,126,HadGEM2-CC,284603.05,4.5,Feb,2085
2092,2,17,2092,5,140,CCSM4,240228.59,4.5,Feb,2085
2092,2,18,2092,5,141,GFDL-CM3,173012.37,4.5,Feb,2085
2092,3,16,2092,6,168,MIROC5,226497.55,4.5,Mar,2085
2092,4,4,2092,7,187,ACCESS1-0,56553.68,4.5,Apr,2085
2092,4,14,2092,7,197,CNRM-CM5,219793.13,4.5,Apr,2085
2092,8,5,2092,11,310,HadGEM2-ES,24223.66,4.5,Aug,2085
2096,1,17,2096,4,109,GFDL-CM3,343273.25,4.5,Jan,2085
2096,1,20,2096,4,112,HadGEM2-ES,54197.67,4.5,Jan,2085
2096,1,26,2096,4,118,CNRM-CM5,357327.2,4.5,Jan,2085
2096,1,31,2096,4,123,CESM1-BGC,420721.7,4.5,Jan,2085
2096,2,1,2096,5,124,MIROC5,59111.43,4.5,Feb,2085
2096,2,26,2096,5,149,CCSM4,397544.93,4.5,Feb,2085
2096,3,3,2096,6,155,CanESM2,65024.61,4.5,Mar,2085
2096,3,7,2096,6,159,HadGEM2-CC,52755.78,4.5,Mar,2085
2096,3,8,2096,6,160,ACCESS1-0,140462.95,4.5,Mar,2085
2096,4,3,2096,7,186,CMCC-CMS,93606.52,4.5,Apr,2085
1981,1,4,1981,4,96,ACCESS1-0,72245.66,4.5,Jan,1996
1981,1,5,1981,4,97,GFDL-CM3,246101.14,4.5,Jan,1996
1981,1,13,1981,4,105,CanESM2,193365.71,4.5,Jan,1996
1981,2,7,1981,5,130,CESM1-BGC,503088.09,4.5,Feb,1996
1981,2,25,1981,5,148,CCSM4,80580.31,4.5,Feb,1996
1981,2,27,1981,5,150,MIROC5,372344.2,4.5,Feb,1996
1981,3,2,1981,6,153,CMCC-CMS,322881.38,4.5,Mar,1996
1981,3,5,1981,6,156,HadGEM2-ES,202544.21,4.5,Mar,1996
1981,3,6,1981,6,157,HadGEM2-CC,111727.58,4.5,Mar,1996
1981,5,26,1981,8,238,CNRM-CM5,122585.26,4.5,May,1996
1981,12,7,1982,3,68,MIROC5,158130.57,4.5,Dec,1996
1981,12,17,1982,3,78,CCSM4,136385.16,4.5,Dec,1996
1982,1,4,1982,4,96,CanESM2,192625.32,4.5,Jan,1996
1982,1,29,1982,4,121,HadGEM2-CC,76094.64,4.5,Jan,1996
1982,2,13,1982,5,136,HadGEM2-ES,87963.07,4.5,Feb,1996
1982,3,1,1982,6,152,CESM1-BGC,460222.39,4.5,Mar,1996
1982,3,3,1982,6,154,CNRM-CM5,348586.49,4.5,Mar,1996
1982,3,4,1982,6,155,GFDL-CM3,100227.63,4.5,Mar,1996
1982,3,31,1982,6,182,ACCESS1-0,174721.61,4.5,Mar,1996
1982,6,25,1982,9,268,CMCC-CMS,24882.36,4.5,Jun,1996
1982,12,10,1983,3,71,CNRM-CM5,61007.09,4.5,Dec,1996
1983,1,5,1983,4,97,CMCC-CMS,166020.36,4.5,Jan,1996
1983,1,7,1983,4,99,CCSM4,159136.24,4.5,Jan,1996
1983,1,13,1983,4,105,ACCESS1-0,100071,4.5,Jan,1996
1983,2,6,1983,5,129,GFDL-CM3,145584.25,4.5,Feb,1996
1983,2,8,1983,5,131,CESM1-BGC,267049.56,4.5,Feb,1996
1983,2,26,1983,5,149,CanESM2,108130.57,4.5,Feb,1996
1983,3,3,1983,6,154,HadGEM2-ES,103811.81,4.5,Mar,1996
1983,4,6,1983,7,188,MIROC5,68607.19,4.5,Apr,1996
1983,5,4,1983,8,216,HadGEM2-CC,106414.09,4.5,May,1996
1985,1,6,1985,4,98,CMCC-CMS,59990.52,4.5,Jan,1996
1985,2,5,1985,5,128,CNRM-CM5,625769.38,4.5,Feb,1996
1985,2,5,1985,5,128,MIROC5,528117.06,4.5,Feb,1996
1985,2,16,1985,5,139,CanESM2,270952.75,4.5,Feb,1996
1985,2,25,1985,5,148,HadGEM2-CC,299687.05,4.5,Feb,1996
1985,3,22,1985,6,173,GFDL-CM3,186396.97,4.5,Mar,1996
1985,4,14,1985,7,196,CCSM4,48997.83,4.5,Apr,1996
1985,4,15,1985,7,197,ACCESS1-0,103788,4.5,Apr,1996
1985,5,3,1985,8,215,CESM1-BGC,72830.08,4.5,May,1996
1985,5,3,1985,8,215,HadGEM2-ES,226792.02,4.5,May,1996
1985,12,3,1986,3,64,CESM1-BGC,36698.43,4.5,Dec,1996
1986,1,14,1986,4,106,CNRM-CM5,88029.66,4.5,Jan,1996
1986,1,28,1986,4,120,HadGEM2-ES,56660.96,4.5,Jan,1996
1986,2,4,1986,5,127,HadGEM2-CC,329967.47,4.5,Feb,1996
1986,2,5,1986,5,128,GFDL-CM3,292213.71,4.5,Feb,1996
1986,2,21,1986,5,144,MIROC5,91089.07,4.5,Feb,1996
1986,3,1,1986,6,152,CanESM2,251743.53,4.5,Mar,1996
1986,3,2,1986,6,153,CCSM4,271685.79,4.5,Mar,1996
1986,3,2,1986,6,153,CMCC-CMS,78044.02,4.5,Mar,1996
1986,5,1,1986,8,213,ACCESS1-0,33104.46,4.5,May,1996
1986,12,28,1987,3,89,CanESM2,53154.67,4.5,Dec,1996
1987,1,10,1987,4,102,CCSM4,81790.86,4.5,Jan,1996
1987,1,27,1987,4,119,CMCC-CMS,58080.14,4.5,Jan,1996
1987,2,15,1987,5,138,ACCESS1-0,32697.83,4.5,Feb,1996
1987,2,19,1987,5,142,HadGEM2-CC,155757.01,4.5,Feb,1996
1987,2,20,1987,5,143,CESM1-BGC,81633.8,4.5,Feb,1996
1987,3,14,1987,6,165,GFDL-CM3,88529.47,4.5,Mar,1996
1987,3,18,1987,6,169,MIROC5,180229.09,4.5,Mar,1996
1987,4,3,1987,7,185,HadGEM2-ES,159629.92,4.5,Apr,1996
1987,5,16,1987,8,228,CNRM-CM5,54086.78,4.5,May,1996
1988,12,8,1989,3,69,CNRM-CM5,91834.02,4.5,Dec,1996
1989,1,18,1989,4,110,CMCC-CMS,214562.81,4.5,Jan,1996
1989,1,26,1989,4,118,HadGEM2-CC,62080.19,4.5,Jan,1996
1989,2,8,1989,5,131,HadGEM2-ES,94934.89,4.5,Feb,1996
1989,2,9,1989,5,132,ACCESS1-0,327403.13,4.5,Feb,1996
1989,2,24,1989,5,147,CanESM2,258141.8,4.5,Feb,1996
1989,3,10,1989,6,161,CCSM4,184027.83,4.5,Mar,1996
1989,3,16,1989,6,167,MIROC5,51709.26,4.5,Mar,1996
1989,4,8,1989,7,190,CESM1-BGC,57487.81,4.5,Apr,1996
1989,5,2,1989,8,214,GFDL-CM3,263654.57,4.5,May,1996
1989,12,3,1990,3,64,HadGEM2-CC,57358.14,4.5,Dec,1996
1989,12,29,1990,3,90,MIROC5,62168.06,4.5,Dec,1996
1990,1,17,1990,4,109,GFDL-CM3,108235.56,4.5,Jan,1996
1990,1,28,1990,4,120,HadGEM2-ES,131531.37,4.5,Jan,1996
1990,2,17,1990,5,140,CNRM-CM5,229940.51,4.5,Feb,1996
1990,2,22,1990,5,145,CanESM2,453391.42,4.5,Feb,1996
1990,3,3,1990,6,154,CMCC-CMS,147170.58,4.5,Mar,1996
1990,3,7,1990,6,158,CCSM4,101066.45,4.5,Mar,1996
